gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,R_score,F_score,M_score,RFM_score,CLV_proxy,rfm_cluster,cluster_churn_rate,risk_adjusted_clv,customerID,actual_churn,predicted_churn,churn_probability,Churn,churn_flag,tenure_group,rfm_segment,CLV_level,cluster_name,risk_clv_level
Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,1,2,5,125,1745.5,0,0.4340855106888361,987.8037410926364,4647-MUZON,0,1,0.7930601988234209,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,1,4,5,145,5127.95,1,0.1615598885793872,4299.478969359331,8938-UMKPI,1,1,0.7921516327609076,Yes,1,25-48,High Value Risk,High CLV,High-Value Stable,High
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,1,2,4,124,1308.4,0,0.4340855106888361,740.4425178147268,7861-UVUFT,1,1,0.7908897928584172,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,1,2,3,123,490.55,0,0.4340855106888361,277.6093527315914,1475-VWVDO,0,1,0.7904086908192104,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,1,1,2,112,58.9,0,0.4340855106888361,33.33236342042755,8993-PHFWD,1,1,0.7888018137138215,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,1,2,3,123,1189.4,0,0.4340855106888361,673.0986935866983,4301-VVZKA,0,1,0.7885187077216874,No,0,13-24,New Customers,Medium CLV,Low-Value High-Risk,Medium
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,1,4,5,145,5549.4,1,0.1615598885793872,4652.839554317548,7056-IMHCC,1,1,0.7860364532116286,Yes,1,49-72,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,1,2,4,124,1532.45,0,0.4340855106888361,867.235659144893,9866-QEVEE,1,1,0.785998042622623,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,1,1,4,114,241.3,0,0.4340855106888361,136.55516627078384,9643-AVVWI,0,1,0.7856934945268871,No,0,0-12,High Value Risk,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,1,2,112,249.95,0,0.4340855106888361,141.4503266033254,8601-QACRS,1,1,0.7853779318119782,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,1,2,4,124,1043.4,0,0.4340855106888361,590.4751781472684,2187-PKZAY,0,1,0.7848553319453263,No,0,0-12,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,1,1,2,112,283.95,0,0.4340855106888361,160.69141923990497,7129-ACFOG,0,1,0.7843478434346706,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,1,2,4,124,1776.55,0,0.4340855106888361,1005.375385985748,6319-IEJWJ,1,1,0.7841046170863759,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,1,2,4,124,1727.5,0,0.4340855106888361,977.6172802850356,2860-RANUS,1,1,0.7838913694514251,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,1,2,3,123,834.2,0,0.4340855106888361,472.0858669833729,1867-BDVFH,1,1,0.783080605268997,Yes,1,0-12,New Customers,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,1,2,3,123,552.95,0,0.4340855106888361,312.92241686460807,7912-SYRQT,1,1,0.7826727242423674,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,1,2,4,124,1430.05,0,0.4340855106888361,809.2860154394298,1379-FRVEB,0,1,0.7820608613913055,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,1,2,4,124,1020.2,0,0.4340855106888361,577.3459619952494,7928-VJYAB,0,1,0.7819167597102927,No,0,0-12,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,1,1,2,112,44.65,0,0.4340855106888361,25.268081947743465,7851-FLGGQ,1,1,0.7817182936530432,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,1,1,2,112,118.25,0,0.4340855106888361,66.91938836104512,6048-QBXKL,0,1,0.7816166940238458,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,1,2,4,124,633.3,0,0.4340855106888361,358.39364608076005,7495-OOKFY,1,1,0.7798768121367247,Yes,1,0-12,High Value Risk,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,2,3,123,740.0,0,0.4340855106888361,418.7767220902612,2482-CZGBB,1,1,0.7787664183078357,Yes,1,0-12,New Customers,Medium CLV,Low-Value High-Risk,Low
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,1,1,1,111,25.05,0,0.4340855106888361,14.176157957244657,9907-SWKKF,1,1,0.7786471400740285,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,1,2,4,124,1597.25,0,0.4340855106888361,903.9069180522564,9050-QLROH,1,1,0.7782192629545861,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,1,3,4,134,2196.15,0,0.4340855106888361,1242.8331057007126,8739-WWKDU,1,1,0.7779665685317332,Yes,1,25-48,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,1,1,2,112,45.1,0,0.4340855106888361,25.52274346793349,8080-DDEMJ,1,1,0.776662280062061,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,1,1,2,112,45.2,0,0.4340855106888361,25.579334916864607,4706-DGAHW,0,1,0.776357071434358,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,1,1,2,112,161.45,0,0.4340855106888361,91.3668942992874,7404-JLKQG,0,1,0.7761386704314371,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,1,2,4,124,1648.45,0,0.4340855106888361,932.881739904988,1302-UHBDD,0,1,0.7759602901769171,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,1,1,2,112,314.55,0,0.4340855106888361,178.0084026128266,0096-BXERS,0,1,0.7758452492236587,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,1,3,4,134,2624.25,0,0.4340855106888361,1485.1010985748217,0524-IAVZO,1,1,0.7757503439843133,Yes,1,25-48,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,1,2,5,125,1230.25,0,0.4340855106888361,696.2163004750593,0952-KMEEH,1,1,0.7742790131587902,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,1,1,4,114,434.5,0,0.4340855106888361,245.88984560570069,8212-DJRCH,0,1,0.7737937785027275,No,0,0-12,High Value Risk,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,1,1,3,113,333.6,0,0.4340855106888361,188.78907363420427,2919-HBCJO,1,1,0.7704579995803047,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,1,3,5,135,3653.0,1,0.1615598885793872,3062.8217270194987,5144-TVGLP,0,1,0.770419034198224,No,0,25-48,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,1,2,5,125,1043.3,0,0.4340855106888361,590.4185866983372,9851-KIELU,1,1,0.7678410136085094,Yes,1,0-12,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,1,3,5,135,2974.5,1,0.1615598885793872,2493.940111420613,7748-UMTRK,0,1,0.7676998816506639,No,0,25-48,High Value Risk,High CLV,High-Value Stable,High
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,1,1,2,112,49.9,0,0.4340855106888361,28.23913301662708,1536-HBSWP,0,1,0.7673510303558448,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,1,3,3,133,2447.95,0,0.4340855106888361,1385.3303741092634,9465-RWMXL,1,1,0.7662921185042766,Yes,1,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,1,3,5,135,3527.3,1,0.1615598885793872,2957.429805013928,0899-LIIBW,0,1,0.7660650464327519,No,0,25-48,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,1,1,2,112,44.15,0,0.4340855106888361,24.985124703087884,7663-RGWBC,1,1,0.7658601660053777,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,1,4,5,145,4872.45,1,0.1615598885793872,4085.257520891365,6651-AZVTJ,1,1,0.7656988327773503,Yes,1,49-72,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,1,1,2,112,44.0,0,0.4340855106888361,24.90023752969121,1942-OQFRW,0,1,0.7651306871378796,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,1,1,3,113,370.25,0,0.4340855106888361,209.5298396674584,2041-JIJCI,0,1,0.7645792281222631,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,1,1,3,113,494.95,0,0.4340855106888361,280.09937648456054,5760-FXFVO,0,1,0.7630849705136475,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,1,3,4,134,1885.15,0,0.4340855106888361,1066.8336995249406,9054-FOWNV,0,1,0.7611774388208356,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,1,1,2,112,45.8,0,0.4340855106888361,25.918883610451303,5133-POWUA,0,1,0.7606165268345246,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,1,1,2,112,45.85,0,0.4340855106888361,25.947179334916864,4237-RLAQD,1,1,0.7604563791365788,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,1,1,2,112,52.2,0,0.4340855106888361,29.540736342042752,4678-DVQEO,1,1,0.760051807001273,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,1,2,4,124,1215.6,0,0.4340855106888361,687.9256532066507,0023-XUOPT,1,1,0.7588609086907173,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,1,4,5,145,4689.5,1,0.1615598885793872,3931.864902506964,7279-BUYWN,1,1,0.7573504287926551,Yes,1,25-48,High Value Risk,High CLV,High-Value Stable,High
Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,1,2,4,124,1329.15,0,0.4340855106888361,752.1852434679334,3365-SAIGS,0,1,0.7569704961554622,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,1,3,5,135,2448.75,0,0.4340855106888361,1385.7831057007124,8393-DLHGA,1,1,0.7568711859046386,Yes,1,25-48,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,1,4,5,145,4323.45,1,0.1615598885793872,3624.953899721448,6661-HBGWL,1,1,0.7565478529619095,Yes,1,25-48,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,1,1,3,113,129.2,0,0.4340855106888361,73.11615201900236,3717-OEAUQ,0,1,0.7563148579274217,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,1,1,2,112,45.4,0,0.4340855106888361,25.69251781472684,5692-FPTAH,1,1,0.7561262955896304,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,1,3,5,135,3145.9,1,0.1615598885793872,2637.648746518106,3312-UUMZW,0,1,0.753285199021469,No,0,25-48,High Value Risk,High CLV,High-Value Stable,High
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,1,2,3,123,714.15,0,0.4340855106888361,404.14783254156765,2754-XBHTB,1,1,0.7525071572289089,Yes,1,0-12,New Customers,Medium CLV,Low-Value High-Risk,Low
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1,1,2,112,89.5,0,0.4340855106888361,50.64934679334916,0322-CHQRU,1,1,0.7523597276063869,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,1,1,1,111,78.25,0,0.4340855106888361,44.28280878859857,6542-LWGXJ,0,1,0.7518190706280432,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,1,1,3,113,144.55,0,0.4340855106888361,81.80293942992874,6166-ILMNY,1,1,0.7513793525655413,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,1,1,3,113,153.05,0,0.4340855106888361,86.61321258907363,4512-ZUIYL,1,1,0.7504969598099342,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,1,1,3,113,73.5,0,0.4340855106888361,41.59471496437054,9747-DDZOS,1,1,0.7501623619639796,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,1,1,2,112,108.95,0,0.4340855106888361,61.6563836104513,5759-RCVCB,1,1,0.7498802137048773,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,1,3,4,134,3021.6,0,0.4340855106888361,1709.9672209026126,3672-YITQD,1,1,0.7486961240284434,Yes,1,25-48,High Value Risk,High CLV,Low-Value High-Risk,Medium
Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,1,3,4,134,1907.85,0,0.4340855106888361,1079.679958432304,1894-IGFSG,1,1,0.7486942907715685,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,2,4,124,1448.6,0,0.4340855106888361,819.7837292161519,1965-DDBWU,1,1,0.7464955359816403,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,1,1,3,113,202.9,0,0.4340855106888361,114.82404988123514,3966-HRMZA,0,1,0.7454298302354818,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,1,3,4,134,1943.2,0,0.4340855106888361,1099.6850356294535,0376-YMCJC,1,1,0.7453743548342876,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,1,2,3,123,472.65,0,0.4340855106888361,267.47948337292155,1077-HUUJM,0,1,0.7437848506882879,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,1,2,4,124,1266.1,0,0.4340855106888361,716.5043349168645,1236-WFCDV,1,1,0.7424062331777705,Yes,1,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,1,1,2,112,50.45,0,0.4340855106888361,28.550385985748218,8280-MQRQN,1,1,0.7417262213974043,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,1,3,4,134,1821.95,0,0.4340855106888361,1031.067903800475,9167-APMXZ,0,1,0.741283014168299,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,1,3,4,134,2088.45,0,0.4340855106888361,1181.8841152019,7278-CKDNC,0,1,0.7403336647434962,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,1,3,3,133,2841.55,0,0.4340855106888361,1608.0743171021377,8696-JKZNU,1,1,0.7397156661514328,Yes,1,25-48,At Risk,High CLV,Low-Value High-Risk,Medium
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,3,3,133,2868.15,0,0.4340855106888361,1623.1276425178146,4846-WHAFZ,1,1,0.7374094157669325,Yes,1,25-48,At Risk,High CLV,Low-Value High-Risk,Medium
Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,1,1,2,112,179.85,0,0.4340855106888361,101.7797209026128,2277-VWCNI,0,1,0.7363871858998173,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,1,1,3,113,399.45,0,0.4340855106888361,226.0545427553444,6034-YMTOB,0,1,0.7346607986693603,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,1,5,5,155,6479.4,1,0.1615598885793872,5432.588857938718,1035-IPQPU,0,1,0.7338077412194534,No,0,49-72,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,1,3,5,135,3183.4,1,0.1615598885793872,2669.090250696379,0963-ZBDRN,1,1,0.7336466835163439,Yes,1,25-48,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,1,4,5,145,4915.15,1,0.1615598885793872,4121.058913649024,2587-EKXTS,0,1,0.7330625261024056,No,0,25-48,High Value Risk,High CLV,High-Value Stable,High
Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,1,3,2,132,1332.4,0,0.4340855106888361,754.0244655581947,6704-UTUKK,0,1,0.7330546208171939,No,0,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,1,1,2,112,25.35,0,0.4340855106888361,14.345932304038003,6158-HDPXZ,0,1,0.7330154344286808,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,1,1,3,113,191.35,0,0.4340855106888361,108.2877375296912,9048-JVYVF,1,1,0.7324901279078468,Yes,1,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,1,4,4,144,4931.8,1,0.1615598885793872,4135.018941504179,8058-DMYRU,0,1,0.7309197707571021,No,0,49-72,High Value Risk,High CLV,High-Value Stable,High
Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,1,2,1,121,190.25,0,0.4340855106888361,107.66523159144892,1335-NTIUC,0,1,0.7298684861401733,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,1,4,2,142,2215.4,2,0.0387902695595003,2129.464036817883,6128-AQBMT,0,1,0.728479752476481,No,0,25-48,At Risk,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,3,4,5,345,4947.55,1,0.1615598885793872,4148.224373259053,0422-UXFAP,0,1,0.7281879640550343,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,1,3,4,134,1790.65,0,0.4340855106888361,1013.3547802850356,9779-DPNEJ,0,1,0.7280611195235946,No,0,13-24,High Value Risk,Medium CLV,Low-Value High-Risk,Medium
